,Embedding,e_score,s_score,g_score,total_score,ROI,Risk_score
0,"[0.02393079362809658, 0.06019354611635208, 0.04979899898171425, 0.01879184879362583, 0.0907691940665245, 0.03380291163921356, -0.01852765493094921, -0.043010514229536057, -0.06678333133459091, 0.005363423842936754, -0.07506512850522995, -0.07460692524909973, -0.02007504738867283, 0.014557170681655407, 0.014813017100095749, 0.05049321800470352, -0.037923406809568405, -0.01798783615231514, -0.038282979279756546, -0.04714099317789078, -0.006815978791564703, 0.043319620192050934, 0.0317736454308033, 0.05438671633601189, -0.02740771323442459, -0.05018161982297897, 0.016206083819270134, 0.074226513504982, -0.03480920195579529, 0.010006585158407688, 0.052489571273326874, 0.052561625838279724, -0.0670701339840889, 0.007827168330550194, -0.017781199887394905, 0.13144399225711823, 0.05113351717591286, -0.035730138421058655, -0.038531288504600525, 0.02746136114001274, -0.058243751525878906, -0.025045236572623253, -0.020986447110772133, -0.02169397659599781, -0.035614676773548126, -0.010775909759104252, 0.036112941801548004, -0.015243474394083023, -0.035719044506549835, -0.07424811273813248, 0.13561464846134186, -0.10669730603694916, -0.036959804594516754, -0.07851377129554749, -0.023064307868480682, -0.019977977499365807, -0.05299811065196991, -0.002754444954916835, -0.03145275637507439, -0.06601275503635406, 0.04735671728849411, -0.015500594861805439, -0.07521011680364609, 0.038721438497304916, 0.08178864419460297, 0.023219771683216095, 0.07642778754234314, 0.1440875083208084, -0.03978853300213814, -0.0681542381644249, 0.026738397777080536, -0.1402657926082611, 0.023900385946035385, -0.02730933018028736, -0.06988351792097092, 0.06504432111978531, 0.04666847363114357, 0.0341922827064991, 0.10450252145528793, -0.02882557362318039, 0.013138361275196075, 0.00856354646384716, -0.06101706996560097, 0.0156813096255064, 0.0345953069627285, -0.0330478772521019, 0.013320242054760456, -0.03128939867019653, -0.011990753002464771, 0.08850197494029999, 0.0017273799749091268, -0.00530229089781642, 0.13650403916835785, -0.007180993910878897, -0.0418105386197567, 0.09916065633296967, 0.0031722530256956816, -0.05888133496046066, -0.05004356801509857, 0.017222175374627113, -0.001519820187240839, 0.16802091896533966, -0.07914071530103683, -0.061065424233675, -0.010078034363687038, -0.0027688767295330763, 0.03988068923354149, 0.01980961300432682, 0.03759756684303284, -0.01558111235499382, -0.041871000081300735, 0.10425445437431335, -0.036232832819223404, -0.04337456449866295, -0.019470414146780968, 0.02479090914130211, -0.02572862058877945, -0.026117892935872078, -0.024630311876535416, -0.06395440548658371, 0.024178288877010345, -0.009370923042297363, 0.06495217233896255, -0.005648021586239338, 0.019994478672742844, 0.03176947310566902, 0.009222084656357765, -7.959253308346626e-35, -0.05063949525356293, 0.05006324127316475, 0.055625494569540024, 0.030862830579280853, -0.004699446260929108, 0.05862833559513092, -0.018110452219843864, 0.046162765473127365, -0.062372032552957535, 0.031704049557447433, -0.033686451613903046, 0.030021976679563522, 0.042404159903526306, 0.024955542758107185, 0.06963058561086655, -0.09085974097251892, -0.04267292469739914, 0.010200627148151398, -0.06850173324346542, -0.02682463452219963, -0.08239511400461197, 0.05577867478132248, 0.030477169901132584, -0.03840046375989914, 0.055111199617385864, -0.03596474975347519, 0.059745531529188156, 0.020320763811469078, 0.015295041725039482, 0.06651170551776886, 0.03930504620075226, 0.041263237595558167, -0.10590250045061111, -0.04759889468550682, -0.009330402128398418, -0.04084004461765289, -0.08850795775651932, -0.05021996423602104, 0.04119352996349335, -0.004108740482479334, 0.04072835296392441, 0.023552875965833664, 0.005505633074790239, 0.037042178213596344, -0.03468786180019379, -0.011310091242194176, 0.10380059480667114, -0.04055163636803627, 0.07861416041851044, 0.03935479372739792, -0.04018743336200714, -0.04551259055733681, -0.06823207437992096, -0.04238074645400047, 0.05855361372232437, -0.0021569959353655577, 0.047141559422016144, 0.016359344124794006, 0.0035946345888078213, -0.11476708948612213, -0.012882712297141552, 0.01893521286547184, -0.02303561009466648, 0.01126564759761095, 0.053008049726486206, 0.032229483127593994, -0.01561827678233385, -0.006610830780118704, -0.0558890663087368, 0.013524641282856464, 0.0627996027469635, -0.021157214418053627, 0.015479904599487782, 0.012776956893503666, -0.012510043568909168, 0.013852300122380257, 0.06985575705766678, 0.08863690495491028, -0.006590451113879681, 0.0873836949467659, -0.0022271778434515, 0.03383174538612366, 0.01731662079691887, -0.07497226446866989, 0.04758894816040993, -0.07871763408184052, 0.06399461627006531, 0.05861224606633186, 0.1061788946390152, 0.0561705119907856, 0.038895659148693085, -0.03976985439658165, 0.05307532101869583, 0.03602805361151695, -0.08495595306158066, -4.171892817560647e-34, 0.012977431528270245, 0.05369766801595688, 0.006370861083269119, -0.09293809533119202, -0.0005960694397799671, -0.009112425148487091, 0.05186579376459122, -0.10776843875646591, -0.023846276104450226, 0.03522472828626633, -0.045974794775247574, 0.07965653389692307, 0.03357918933033943, -0.017577966675162315, -0.008499065414071083, -0.05791270732879639, 0.0006851642392575741, -0.08046971261501312, -0.018150407820940018, -0.09602531045675278, 0.0548735111951828, 0.014241812750697136, 0.10103358328342438, 0.06191185861825943, -0.04469873011112213, 0.02548358030617237, -0.020905472338199615, -0.01600562408566475, 0.07797043770551682, -0.04406125843524933, 0.024407245218753815, 0.0742572769522667, -0.0759386494755745, 0.006826480850577354, -0.0860295370221138, -0.017102528363466263, 0.034794945269823074, 0.020812159404158592, -0.04257367551326752, 0.037951454520225525, -0.013793726451694965, -0.04187379404902458, -0.032966822385787964, -0.027351224794983864, 0.03241559863090515, -0.021853556856513023, -0.02049226500093937, -0.06085243076086044, 0.019029615446925163, 0.03663884848356247, 0.05872447416186333, 0.03446176275610924, -0.031120970845222473, 0.050247885286808014, 0.045931510627269745, -0.059832215309143066, -0.0015745940618216991, -0.0877525731921196, 0.029202237725257874, -0.015434102155268192, 0.07637527585029602, 0.031126949936151505, 0.003027071012184024, 0.048700783401727676, -0.054204050451517105, -0.05083797499537468, 0.004710351582616568, 0.010709411464631557, -0.04354047030210495, -0.04003721475601196, -0.0063757807947695255, -0.07485736906528473, -0.02566993236541748, -0.07899724692106247, -0.1173047348856926, -0.027398670092225075, -0.031756334006786346, -0.08448476344347, -0.0715198740363121, -0.008679856546223164, 0.005708403419703245, -0.006943043787032366, -0.03782067447900772, -0.013691187836229801, -0.03009331040084362, -0.07367940992116928, 0.017752738669514656, -0.02142775058746338, 0.03884296119213104, 0.018737629055976868, -0.005052276886999607, -0.05498179793357849, -0.04211977869272232, 0.05387456342577934, 0.03584904223680496, -4.450310697734494e-08, 0.014121690765023232, -0.006646604277193546, 0.09553105384111404, -0.004826636053621769, -0.029660504311323166, -0.06651917845010757, -0.048002805560827255, 0.02808886393904686, 0.0694141834974289, 0.01679096184670925, 0.08096380531787872, -0.011616446077823639, -0.00288094743154943, 0.018378846347332, 0.03601624816656113, -0.07355248183012009, -0.04967712610960007, 0.05152122676372528, -0.0328679196536541, -0.021580785512924194, 0.0321086049079895, 0.047521114349365234, -0.06455890089273453, -0.027052002027630806, 0.015268554911017418, 0.041109848767519, 0.05584663897752762, 0.09529750049114227, 0.051205337047576904, -0.031383175402879715, 0.006162355653941631, 0.055008504539728165, -0.021562490612268448, 0.048277948051691055, -0.09724344313144684, 0.017863014712929726, 0.010745968669652939, 0.06085754930973053, -0.019925469532608986, 0.04832376167178154, -0.07294604927301407, -0.0018094988772645593, -0.03062831424176693, 0.08159792423248291, -0.06523671746253967, 0.05119282752275467, 0.007403033785521984, 0.07752136886119843, 0.02793896570801735, -0.02349976822733879, 0.06292029470205307, -0.04557925462722778, 0.031177716329693794, 0.04366067796945572, -0.08044083416461945, 0.042622726410627365, -0.07271812111139297, 0.011500715278089046, 0.002761246170848608, -0.011768178083002567, 0.036476437002420425, -0.12345419824123383, -0.07136086374521255, 0.004434323403984308]",16.38,14.2,5.9,36.36,16.57841493,8.720992
1,"[0.057662926614284515, 0.03826962783932686, 0.07369966804981232, -0.017661159858107567, 0.07632850855588913, 0.049897149205207825, -0.0016451285919174552, -0.020141471177339554, -0.05728130787611008, 0.013912824913859367, -0.06509483605623245, -0.07566995918750763, 0.008484642021358013, 0.03170081973075867, -0.04077811539173126, 0.06002352386713028, -0.015021356754004955, -0.035199958831071854, -0.02532421238720417, -0.05982876196503639, -0.00826343335211277, 0.055674225091934204, 0.037174761295318604, 0.02183924987912178, -0.07954421639442444, -0.017179051414132118, -0.008232946507632732, -0.01922096498310566, -0.022274333983659744, 0.03864498808979988, 0.08166220039129257, 0.032473787665367126, -0.057597413659095764, 0.02936498634517193, -0.050438087433576584, 0.07579885423183441, 0.05776803568005562, -0.0314105860888958, -0.023978261277079582, 0.01683521829545498, -0.0752004086971283, -0.06657598912715912, -0.012670300900936127, -0.005497794598340988, 0.02953406050801277, -0.04905549809336662, -0.023093778640031815, -0.02730880118906498, -0.03927603363990784, -0.05228601396083832, 0.10244699567556381, -0.11748725920915604, -0.028834590688347816, -0.13015007972717285, -0.00975194200873375, 0.016502929851412773, -0.017291422933340073, 0.004208632744848728, 0.031016498804092407, -0.03047100082039833, 0.07263606786727905, -0.04510408639907837, -0.03017553873360157, 0.04510439187288284, 0.05956568196415901, 0.012490940280258656, 0.029941175132989883, 0.09652038663625717, -0.07348190993070602, -0.009889770299196243, -0.027192382141947746, -0.07758457213640213, -0.02080894634127617, -0.08389225602149963, -0.039825402200222015, 0.13023388385772705, 0.045127976685762405, 0.059244006872177124, 0.13978110253810883, -0.013859034515917301, 0.026163876056671143, -0.003987923730164766, 0.017527971416711807, -0.04515491798520088, 0.032369811087846756, -0.05921950936317444, -0.016469288617372513, -0.02542966976761818, 0.03948455676436424, 0.08945485204458237, -0.03154383972287178, -0.06358206272125244, 0.1319238841533661, 0.024809179827570915, -0.09985941648483276, 0.07853755354881287, -0.08185674995183945, -0.05048707500100136, -0.06400219351053238, 0.012622280046343803, -0.018748363479971886, 0.15637855231761932, 0.024631895124912262, -0.013868704438209534, -0.06301592290401459, -0.013023674488067627, 0.06252118945121765, -0.005897703114897013, 0.005160693544894457, -0.012913231737911701, -0.011883693747222424, 0.043491970747709274, -0.03008965589106083, -0.023145273327827454, 0.032245513051748276, 0.07671454548835754, -0.015512538142502308, -0.042694635689258575, 0.08945626020431519, -0.07970746606588364, 0.041524242609739304, -0.010470991022884846, 0.052415184676647186, -0.03913801535964012, 0.02314094640314579, 0.039305541664361954, 0.0528738796710968, 2.9600758749689435e-33, -0.01995265670120716, 0.048483964055776596, 0.009751461446285248, 0.010170547291636467, 0.007225032430142164, 0.06558097898960114, -0.020849911496043205, 0.026615742594003677, -0.07127386331558228, 0.02706252411007881, -0.0001625293371034786, 0.0942789763212204, 0.05866819620132446, 0.08294089138507843, 0.04294465109705925, -0.09434247016906738, -0.05041274428367615, 0.09335704892873764, -0.0515420101583004, -0.02857263945043087, 0.01812066324055195, 0.010565345175564289, 0.06077709421515465, -0.011824198067188263, 0.12877655029296875, -0.013354163616895676, -0.005784283392131329, 0.006465807091444731, -0.0021215921733528376, 0.03770908713340759, -0.00671815313398838, 0.07853823155164719, -0.06520913541316986, -0.015442555770277977, -0.012401662766933441, -0.04722634330391884, -0.07948194444179535, -0.06406380981206894, 0.05373877286911011, 0.009097244590520859, 0.0019659593235701323, 0.03551075980067253, -0.005389657337218523, -0.019592925906181335, 0.001651543308980763, -0.001193226664327085, 0.1295439898967743, -0.02081875503063202, 0.0289479810744524, 0.09822089970111847, -0.06697296351194382, 0.031765617430210114, -0.12487513571977615, -0.08448997139930725, 0.026590269058942795, -0.037501826882362366, 0.009665429592132568, 0.0013530899304896593, -0.014953344129025936, -0.15379245579242706, -0.03646847605705261, -0.041719261556863785, -0.054563943296670914, 0.015589832328259945, 0.045709189027547836, 0.09473811835050583, -0.009020318277180195, -0.0008099829428829253, -0.03459475189447403, 0.0486748181283474, 0.0382436141371727, -0.017675135284662247, 0.013853432610630989, -0.06745803356170654, -0.05177529528737068, 0.003785251174122095, 0.006828845478594303, -0.0035512675531208515, -0.02950340509414673, 0.09348810464143753, -0.08243849128484726, 0.09188106656074524, 0.01603255420923233, -0.05367986485362053, 0.06694609671831131, -0.011957158334553242, 0.0709395557641983, 0.10071183741092682, 0.10578306764364243, 0.006432683207094669, -0.010784446261823177, -0.035287655889987946, 0.043935779482126236, 0.030359534546732903, -0.04498636722564697, -4.062035707307604e-33, -0.00532467570155859, 0.050312500447034836, 0.019083134829998016, -0.11583742499351501, 0.004478272050619125, -0.0013446208322420716, 0.02128469944000244, -0.059541862457990646, 0.0033145411871373653, -0.02000611461699009, -0.036066897213459015, 0.05458744615316391, 0.013450399972498417, 0.00811424944549799, -0.07620442658662796, -0.07748861610889435, -0.06946708261966705, -0.0016491599380970001, -0.04621419683098793, -0.08344100415706635, 0.09685096889734268, 0.011708274483680725, 0.05931441858410835, 0.10724111646413803, -0.020904110744595528, 0.04757552221417427, 0.05890077352523804, -0.08042625337839127, 0.053475264459848404, -0.06757887452840805, -0.006538883317261934, 0.029820943251252174, -0.028025886043906212, -0.006126644089818001, -0.055804863572120667, -0.01321248710155487, 0.02787809632718563, -0.033108241856098175, -0.021218016743659973, 0.03826102986931801, 0.020174039527773857, -0.005985965020954609, -0.046794116497039795, -0.016381479799747467, -0.0003183458757121116, 0.04952520132064819, -0.006655428092926741, -0.0478450283408165, 0.0018431399948894978, -0.028008021414279938, -0.0017137160757556558, 0.0013304908061400056, -0.05910414457321167, 0.017626682296395302, 0.005739632062613964, -0.00011683307820931077, 0.016337042674422264, -0.04481648653745651, -0.015559463761746883, -0.024524183943867683, 0.03409890830516815, 0.06494069844484329, 0.007497777231037617, 0.006071146111935377, 0.031592559069395065, -0.06485312432050705, -0.004579609725624323, -0.011877079494297504, -0.022363100200891495, -0.010155200958251953, -0.02781403437256813, -0.05341585725545883, -0.10249103605747223, -0.0343426875770092, -0.03438708186149597, -0.04600081965327263, -0.00606878288090229, -0.1140800192952156, -0.05963420122861862, 0.03485057130455971, -0.024705583229660988, -0.005985722877085209, 0.031075213104486465, -0.053395193070173264, 0.07422813028097153, -0.06756047159433365, -0.06860776990652084, -0.05948198214173317, 0.043225180357694626, 0.05965322256088257, -0.08796943724155426, -0.010909943841397762, -0.08766569197177887, 0.050289299339056015, 0.05365685373544693, -4.390366470374829e-08, 0.02418704889714718, 0.044943615794181824, 0.021603811532258987, 0.008620279841125011, -0.019150368869304657, -0.00799376517534256, -0.07196283340454102, -0.04007016867399216, 0.027045583352446556, 0.049467746168375015, 0.044147249311208725, -0.012346032075583935, -0.009148060344159603, 0.04968570917844772, 0.017791245132684708, -0.04766136407852173, -0.049661632627248764, 0.0416514128446579, -0.06449706107378006, -0.022793101146817207, 0.022770851850509644, 0.048310548067092896, -0.028802288696169853, -0.02561785839498043, -0.008671458810567856, 0.025730276480317116, 0.017058944329619408, 0.10323715209960938, 0.030089594423770905, 0.0100672272965312, 0.014961937442421913, 0.00021455634851008654, 0.0031279257964342833, 0.029970824718475342, -0.061362482607364655, 0.006656743120402098, 0.05373619869351387, 0.05012949928641319, 0.022980492562055588, 0.04246232286095619, -0.07591830939054489, 0.005226604640483856, -0.035424623638391495, 0.07764072716236115, -0.054749470204114914, 0.04580461606383324, -0.05875710770487785, 0.020970085635781288, -0.028073271736502647, -0.02912541665136814, 0.02599322237074375, -0.03252985328435898, -0.026068340986967087, 0.06053198128938675, 0.004818600602447987, 0.034191448241472244, -0.06071857735514641, -0.010888024233281612, 0.020952526479959488, 0.008281344547867775, 0.0453803688287735, -0.1410883367061615, -0.024565117433667183, -0.023142091929912567]",15.89,13.51,5.38,34.78,11.90503889,9.632968
2,"[0.03843294829130173, 0.04968346655368805, 0.04963988438248634, 0.010564974509179592, 0.047759778797626495, 0.02880270592868328, -0.026865437626838684, -0.03050941415131092, -0.034029413014650345, 0.07868462055921555, -0.030858272686600685, -0.042953770607709885, -0.004548039752990007, 0.008531122468411922, -0.04494630545377731, 0.051830120384693146, -0.03203758969902992, -0.03977423906326294, -0.03652072325348854, -0.04755949229001999, -0.013412728905677795, 0.01966211013495922, 0.018664972856640816, 0.013018721714615822, -0.0609956830739975, -0.01179089117795229, -0.033749695867300034, 0.00581639027222991, -0.028163785114884377, 0.05338261276483536, 0.10256879031658173, 0.055526793003082275, -0.030672742053866386, -0.013029898516833782, -0.03549304977059364, 0.049998581409454346, 0.010740410536527634, -0.019776130095124245, -0.008007809519767761, 0.024666370823979378, -0.049204353243112564, -0.05760006606578827, -0.033603161573410034, 0.0294928140938282, 0.03273531794548035, -0.0585394948720932, -0.04373608157038689, -0.016986090689897537, -0.0031202887184917927, -0.07983055710792542, 0.07269390672445297, -0.0900946781039238, -0.056963201612234116, -0.13584575057029724, -0.01921469159424305, 0.009480930864810944, -0.016865897923707962, -0.03327874094247818, 0.01799878291785717, -0.11567706614732742, 0.04973553493618965, -0.06506116688251495, 0.0010849115205928683, 0.015025031752884388, 0.05962296947836876, 0.004324100911617279, 0.06913641840219498, 0.08568436652421951, -0.03687021881341934, 0.010329038836061954, -0.002228028606623411, -0.07728774100542068, -0.02416815795004368, -0.05553525313735008, -0.03247937932610512, 0.11525373160839081, 0.0663154125213623, 0.0757734403014183, 0.12629684805870056, -0.006197518203407526, 0.06799255311489105, 0.0016090809367597103, 0.036310698837041855, -0.03477363660931587, 0.02401616983115673, -0.007569796871393919, -0.014620210975408554, -0.038745682686567307, 0.07416467368602753, 0.06630844622850418, -0.06647001951932907, -0.02625168114900589, 0.1350032389163971, 0.02845768630504608, -0.08776956796646118, 0.07742665708065033, -0.05688396468758583, -0.018852295354008675, -0.07582147419452667, -0.0008772321161814034, 0.026926491409540176, 0.106615349650383, -0.02529933676123619, -0.05586628615856171, -0.08449005335569382, -0.008760805241763592, 0.09224933385848999, -0.013669217936694622, 0.01500678900629282, -0.0015687362756580114, -0.041081760078668594, 0.0210373904556036, -0.05260936915874481, -0.02217896468937397, -0.002776479348540306, 0.05014253780245781, -0.03343576192855835, -0.03403463214635849, 0.07649781554937363, -0.09016691893339157, -0.011857501231133938, -0.010632681660354137, 0.018483636900782585, 0.0015587828820571303, -0.04109042137861252, 0.03076411783695221, 0.030127668753266335, 8.975918742535519e-34, -0.05745873600244522, 0.034737277776002884, 0.03331485763192177, 0.04326353594660759, -0.018788153305649757, 0.05899844691157341, -0.0018624161602929235, 0.0072608767077326775, -0.06681012362241745, 0.00989980436861515, 0.003974514082074165, 0.08486537635326385, 0.023182569071650505, 0.05419672653079033, 0.06974901258945465, -0.088833749294281, -0.03639182448387146, 0.0998331680893898, -0.017549578100442886, -0.043538037687540054, -0.007895208895206451, 0.05108924210071564, 0.021939776837825775, -0.06566713750362396, 0.14961378276348114, 0.0006162796635180712, -0.03497759625315666, -0.026278648525476456, -0.0035106013529002666, 0.03894057124853134, 0.014367332682013512, 0.04806952923536301, -0.09644012898206711, -0.04046497121453285, -0.03847657889127731, -0.06865321844816208, -0.09243150055408478, -0.004745860584080219, 0.01705116406083107, 0.06231415644288063, -0.0168000515550375, 0.07465226203203201, 0.013987104408442974, -0.034093860536813736, -0.011556903831660748, -0.01659960113465786, 0.137496680021286, 0.04266579821705818, 0.016284694895148277, 0.09048828482627869, -0.08821848034858704, 0.025125795975327492, -0.1286628395318985, -0.06545127183198929, -0.004658290650695562, -0.014789564535021782, 0.017940137535333633, 0.002304789610207081, -0.05576847121119499, -0.15576480329036713, -0.045624781399965286, -0.002266516210511327, -0.05610406771302223, 0.022157425060868263, 0.04293594881892204, 0.12315724790096283, -0.040238238871097565, -0.03631364926695824, -0.026322321966290474, 0.08008716255426407, 0.03446385636925697, -0.01712830550968647, 0.039981409907341, -0.023224608972668648, -0.041063372045755386, -0.004231870640069246, 0.022597448900341988, -0.011042199097573757, -0.0031912538688629866, 0.10193731635808945, -0.051837705075740814, 0.0839913934469223, 0.009117194451391697, -0.047660358250141144, 0.034104783087968826, -0.01614993065595627, 0.04527382552623749, 0.07294214516878128, 0.08681530505418777, -0.007246645167469978, 0.025534750893712044, -0.07801850885152817, 0.02895651012659073, 0.012400460429489613, -0.042363785207271576, -2.8865848865104957e-33, 0.0184478797018528, 0.04344351962208748, 0.028119411319494247, -0.1071973517537117, 0.026558419689536095, 0.02318204939365387, 0.020561236888170242, -0.04664812982082367, 0.000172780521097593, -0.013210109435021877, 0.01559903658926487, 0.08859621733427048, 0.041924409568309784, 0.04111712425947189, -0.05940844863653183, -0.07591760158538818, -0.07813794165849686, -0.00832451693713665, -0.03974899649620056, -0.07912156730890274, 0.08447561413049698, -0.009017824195325375, 0.06160075590014458, 0.12174639105796814, -0.007875601761043072, 0.04704476520419121, 0.08530806750059128, -0.07658100873231888, 0.04676581919193268, -0.033239785581827164, -0.003253520466387272, 0.08129158616065979, -0.03236399590969086, 0.004761218558996916, -0.049704935401678085, -0.03309733420610428, -0.0074974908493459225, 0.0016694191144779325, -0.0365588441491127, 0.028804561123251915, -0.027339614927768707, -0.007790386211127043, -0.04830444976687431, -0.0042712208814918995, 0.010874622501432896, 0.023491086438298225, -0.002454035682603717, -0.027370009571313858, 0.04525897279381752, -0.016456734389066696, -0.009001977741718292, 0.010001012124121189, -0.04050953686237335, 0.05810679495334625, 0.0001253418595297262, -0.0038856936153024435, 0.014888166449964046, -0.02826884388923645, 0.023082295432686806, -0.05458153411746025, 0.04560091346502304, 0.07455011457204819, 0.005705279763787985, 0.004936807323247194, -0.013781456276774406, -0.06660973280668259, -0.014576566405594349, 0.021295765414834023, -0.03362077847123146, -0.048914190381765366, -0.005170090589672327, -0.013498684391379356, -0.09379260987043381, -0.036745473742485046, -0.050079938024282455, -0.008263521827757359, -0.0009885939070954919, -0.08388600498437881, -0.005019879899919033, 0.03685399889945984, -0.04941611364483833, 0.02757975272834301, -0.021727386862039566, -0.0027205406222492456, 0.06659332662820816, -0.054022468626499176, -0.05128062516450882, -0.0688202753663063, 0.0069379559718072414, 0.053875938057899475, -0.07029445469379425, -0.03035925328731537, -0.027971157804131508, 0.09527762979269028, 0.009146753698587418, -4.351306515104625e-08, 0.00978528056293726, 0.04427305981516838, 0.06847098469734192, 0.05611914023756981, -0.016243210062384605, -0.00967396143823862, -0.10230172425508499, -0.05131165310740471, 0.041966166347265244, 0.08832365274429321, 0.0247984416782856, 0.015150325372815132, -0.007481759414076805, 0.06307530403137207, 0.015889065340161324, -0.023558788001537323, -0.03679380565881729, 0.04185071587562561, -0.049727912992239, -0.0519724115729332, 0.010290902107954025, 0.04037588834762573, -0.056558702141046524, -0.03751935064792633, 0.008248874917626381, 0.0026044296100735664, 0.07914044708013535, 0.07521490007638931, 0.027953695505857468, -0.014624587260186672, -0.02568916790187359, -0.017454585060477257, -0.012644369155168533, 0.03557372838258743, -0.03654661029577255, 0.04784253612160683, 0.042408980429172516, 0.04400011897087097, -0.018814677372574806, 0.0306624174118042, -0.07526090741157532, 0.017092937603592873, -0.03330106660723686, 0.05664163827896118, -0.04362408444285393, 0.009404840879142284, -0.06530740857124329, 0.02369731478393078, -0.03868831321597099, -0.04064865782856941, 0.022632623091340065, -0.014929128810763359, -0.08273955434560776, 0.06856757402420044, -0.009344958700239658, 0.07920525968074799, -0.07885413616895676, 0.01445810031145811, -0.053383637219667435, 0.044618576765060425, 0.07566779106855392, -0.14693774282932281, -0.08971360325813293, -0.005973219871520996]",15.91,13.49,4.85,34.25,37.31328919,9.96125
